trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,index,image_file,correct,RPM_key_resp.keys,RPM_key_resp.corr,RPM_key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,4,1,5.596703199999865,,,,,,,
